#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
FSFC2258_hybracter.fasta,chromosome00001,3378262,3379119,-,entB,1-858/858,===============,0/0,100,99.18,vfdb,NP_752613,(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC2258_hybracter.fasta,chromosome00001,3379133,3380743,-,entE,1-1611/1611,===============,0/0,100,99.13,vfdb,NP_752612,(entE) 23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC2258_hybracter.fasta,chromosome00001,3380753,3381940,-,entC,1-1188/1188,===============,0/0,100,99.66,vfdb,NP_752611,(entC) isochorismate synthase 1 [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC2258_hybracter.fasta,chromosome00001,3382117,3383073,+,fepB,1-957/957,===============,0/0,100,99.79,vfdb,NP_752610,(fepB) ferrienterobactin ABC transporter periplasmic binding protein [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC2258_hybracter.fasta,chromosome00001,3383077,3384327,-,entS,1-1251/1251,===============,0/0,100,98.8,vfdb,NP_752609,(entS) enterobactin exporter iron-regulated [enterobactin (IA019)] [Escherichia coli CFT073],
FSFC2258_hybracter.fasta,chromosome00001,3384426,3385442,+,fepD,1-1017/1017,===============,0/0,100,99.51,vfdb,NP_752608,(fepD) ferrienterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC2258_hybracter.fasta,chromosome00001,3385439,3386431,+,fepG,1-993/993,===============,0/0,100,99.8,vfdb,NP_752607,(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC2258_hybracter.fasta,chromosome00001,3386428,3387243,+,fepC,1-816/816,===============,0/0,100,99.39,vfdb,NP_752606,(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC2258_hybracter.fasta,chromosome00001,3388617,3392470,-,entF,1-3854/3882,===============,0/0,99.28,98.36,vfdb,NP_752604,(entF) enterobactin synthase multienzyme complex component ATP-dependent [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC2258_hybracter.fasta,chromosome00001,3392688,3393890,-,fes,1-1203/1203,===============,0/0,100,99.83,vfdb,NP_752602,(fes) enterobactin/ferric enterobactin esterase [enterobactin (IA019)] [Escherichia coli CFT073],
FSFC2258_hybracter.fasta,chromosome00001,3394133,3396373,+,fepA,1-2241/2241,===============,0/0,100,98.88,vfdb,NP_752600,(fepA) ferrienterobactin outer membrane transporter [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC2258_hybracter.fasta,chromosome00001,3396398,3397059,+,entD,1-662/771,=============..,0/0,85.86,92.75,vfdb,NP_752599,(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC2258_hybracter.fasta,chromosome00001,3666416,3670666,-,fdeC,1-4251/4251,===============,0/0,100,99.62,vfdb,YP_002390132,(fdeC) adhesin FdeC [FdeC (VF0506)] [Escherichia coli O45:K1:H7 str. S88],
FSFC2258_hybracter.fasta,chromosome00001,3679919,3680509,+,ykgK/ecpR,1-591/591,===============,0/0,100,99.32,vfdb,NP_286011,(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC2258_hybracter.fasta,chromosome00001,3680584,3681171,+,yagZ/ecpA,1-588/588,===============,0/0,100,98.47,vfdb,NP_286010,(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC2258_hybracter.fasta,chromosome00001,3681228,3681896,+,yagY/ecpB,1-669/669,===============,0/0,100,98.06,vfdb,NP_286009,(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC2258_hybracter.fasta,chromosome00001,3681922,3684447,+,yagX/ecpC,1-2526/2526,===============,0/0,100,97.66,vfdb,NP_286008,(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC2258_hybracter.fasta,chromosome00001,3684437,3686080,+,yagW/ecpD,1-1644/1644,===============,0/0,100,99.15,vfdb,NP_286007,(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC2258_hybracter.fasta,chromosome00001,3686004,3686757,+,yagV/ecpE,1-754/756,===============,0/0,99.74,98.41,vfdb,NP_286006,(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC2258_hybracter.fasta,chromosome00001,3690374,3694505,+,vat,1-4131/4131,========/======,01-Jan,100,99.69,vfdb,NP_752330,(vat) Haemoglobin protease [Tsh (VF0233)] [Escherichia coli CFT073],
FSFC2258_hybracter.fasta,chromosome00001,4119538,4120449,-,fimH,1-912/912,===============,0/0,100,97.15,vfdb,NP_757248,(fimH) FimH protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC2258_hybracter.fasta,chromosome00001,4120460,4120963,-,fimG,1-504/504,===============,0/0,100,98.02,vfdb,NP_757247,(fimG) FimG protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC2258_hybracter.fasta,chromosome00001,4120976,4121509,-,fimF,1-534/534,===============,0/0,100,97.38,vfdb,NP_757245,(fimF) FimF protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC2258_hybracter.fasta,chromosome00001,4121516,4124152,-,fimD,1-2637/2637,===============,0/0,100,98.26,vfdb,NP_757244,(fimD) Outer membrane usher protein fimD precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC2258_hybracter.fasta,chromosome00001,4124219,4124944,-,fimC,1-726/726,===============,0/0,100,98.48,vfdb,NP_757243,(fimC) Chaperone protein fimC precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC2258_hybracter.fasta,chromosome00001,4124981,4125520,-,fimI,1-540/540,===============,0/0,100,98.33,vfdb,NP_757242,(fimI) Fimbrin-like protein fimI precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC2258_hybracter.fasta,chromosome00001,4125585,4126190,-,fimA,1-606/606,===============,0/0,100,92.24,vfdb,NP_757241,(fimA) Type-1 fimbrial protein A chain precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC2258_hybracter.fasta,chromosome00001,4126615,4127211,-,fimE,1-597/597,===============,0/0,100,98.66,vfdb,NP_757240,(fimE) Type 1 fimbriae Regulatory protein fimE [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC2258_hybracter.fasta,chromosome00001,4127689,4128291,-,fimB,1-603/603,===============,0/0,100,98.18,vfdb,NP_757239,(fimB) Type 1 fimbriae Regulatory protein fimB [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC2258_hybracter.fasta,chromosome00001,4838384,4839812,+,aslA,1-1428/1428,========/======,01-Jan,100,98.46,vfdb,AAG10151,(aslA) putative arylsulfatase [AslA (VF0238)] [Escherichia coli O18:K1:H7 str. RS218],
FSFC2258_hybracter.fasta,plasmid00001,25071,26209,+,senB,2-1140/1140,===============,0/0,99.91,99.74,vfdb,YP_406304,(senB) enterotoxin [ShET2 (VF0258)] [Shigella flexneri 2a str. 301],
FSBL0558_hybracter.fasta,chromosome00001,4086588,4086803,+,hha,1-72/72,===============,0/0,100,97.22,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSBL1386_hybracter.fasta,chromosome00001,4018210,4018425,+,hha,1-72/72,===============,0/0,100,97.22,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSBL1448_flye.fasta,contig_1,3044448,3044663,+,hha,1-72/72,===============,0/0,100,97.22,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSBL1448_flye.fasta,contig_2,176515,176306,+,hha,3-72/72,===============,0/0,97.22,58.57,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSBL1654_hybracter.fasta,chromosome00001,1203081,1202866,+,hha,1-72/72,===============,0/0,100,100,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSBL1925_hybracter.fasta,chromosome00001,3977829,3978044,+,hha,1-72/72,===============,0/0,100,97.22,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSBL2071_hybracter.fasta,chromosome00001,512511,512317,+,hha,7-71/72,.==============,0/0,90.28,58.46,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSBL2071_hybracter.fasta,chromosome00001,1122696,1122481,+,hha,1-72/72,===============,0/0,100,100,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSBL2071_hybracter.fasta,plasmid00001,77065,76868,+,hha,7-72/72,.==============,0/0,91.67,53.03,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSBL2111_hybracter.fasta,chromosome00001,4155350,4155565,+,hha,1-72/72,===============,0/0,100,97.22,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSBL2112_hybracter.fasta,chromosome00001,4155350,4155565,+,hha,1-72/72,===============,0/0,100,97.22,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSBL2130_hybracter.fasta,chromosome00001,4012577,4012792,+,hha,1-72/72,===============,0/0,100,95.83,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSBL2130_hybracter.fasta,plasmid00002,52644,52853,+,hha,3-72/72,===============,0/0,97.22,58.57,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSBL2130_hybracter.fasta,plasmid00003,34566,34357,+,hha,3-72/72,===============,0/0,97.22,58.57,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSBL2155_hybracter.fasta,chromosome00001,4054058,4054273,+,hha,1-72/72,===============,0/0,100,97.22,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSBL2155_hybracter.fasta,plasmid00002,35954,36163,+,hha,3-72/72,===============,0/0,97.22,58.57,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSBL2240_hybracter.fasta,chromosome00001,3542861,3543076,+,hha,1-72/72,===============,0/0,100,100,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSBL2258_hybracter.fasta,chromosome00001,3507179,3507394,+,hha,1-72/72,===============,0/0,100,100,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSBL2265_hybracter.fasta,chromosome00001,4012608,4012823,+,hha,1-72/72,===============,0/0,100,95.83,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSBL2265_hybracter.fasta,plasmid00002,52643,52852,+,hha,3-72/72,===============,0/0,97.22,58.57,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSBL2265_hybracter.fasta,plasmid00004,62972,63181,+,hha,3-72/72,===============,0/0,97.22,58.57,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC0558_hybracter.fasta,chromosome00001,3845391,3845606,+,hha,1-72/72,===============,0/0,100,97.22,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC1386_hybracter.fasta,chromosome00001,2018977,2019192,+,hha,1-72/72,===============,0/0,100,97.22,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC1448_flye.fasta,contig_1,3576285,3576070,+,hha,1-72/72,===============,0/0,100,97.22,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC1448_flye.fasta,contig_4,153109,152900,+,hha,3-72/72,===============,0/0,97.22,58.57,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC1654_unicycler.fasta,3,293415,293200,+,hha,1-72/72,===============,0/0,100,100,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC1925_hybracter.fasta,chromosome00001,4002876,4003091,+,hha,1-72/72,===============,0/0,100,97.22,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC1925_hybracter.fasta,plasmid00001,52643,52852,+,hha,3-72/72,===============,0/0,97.22,58.57,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC1925_hybracter.fasta,plasmid00003,8696,8902,+,hha,4-72/72,===============,0/0,95.83,59.42,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC2071_hybracter.fasta,chromosome00001,3676669,3676884,+,hha,1-72/72,===============,0/0,100,100,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC2071_hybracter.fasta,chromosome00001,4286854,4287048,+,hha,7-71/72,.==============,0/0,90.28,58.46,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC2071_hybracter.fasta,plasmid00001,77065,76868,+,hha,7-72/72,.==============,0/0,91.67,53.03,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC2111K_hybracter.fasta,chromosome00001,4066566,4066781,+,hha,1-72/72,===============,0/0,100,97.22,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC2111K_hybracter.fasta,plasmid00001,40179,40388,+,hha,3-72/72,===============,0/0,97.22,60,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC2112_hybracter.fasta,chromosome00001,4155289,4155504,+,hha,1-72/72,===============,0/0,100,97.22,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC2130_hybracter.fasta,chromosome00001,4012577,4012792,+,hha,1-72/72,===============,0/0,100,95.83,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC2130_hybracter.fasta,plasmid00002,52643,52852,+,hha,3-72/72,===============,0/0,97.22,58.57,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC2130_hybracter.fasta,plasmid00003,34848,34639,+,hha,3-72/72,===============,0/0,97.22,58.57,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC2155_hybracter.fasta,chromosome00001,3325455,3325240,+,hha,1-72/72,===============,0/0,100,97.22,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC2155_hybracter.fasta,plasmid00002,122119,122328,+,hha,3-72/72,===============,0/0,97.22,58.57,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC2240_unicycler.fasta,2,650644,650859,+,hha,1-72/72,===============,0/0,100,100,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC2258_hybracter.fasta,chromosome00001,3507179,3507394,+,hha,1-72/72,===============,0/0,100,100,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC2265_hybracter.fasta,chromosome00001,3929619,3929834,+,hha,1-72/72,===============,0/0,100,97.22,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
FSFC2265_hybracter.fasta,plasmid00001,15097,15306,+,hha,3-72/72,===============,0/0,97.22,58.57,BL_FC,,Hemolysin expression-modulating protein~~~AAG54809.1~~~Hemolysin expression-modulating protein,
